Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Role 1,Stock 1 Top100 Uses,Stock 2,Sector 2,Name 2,Role 2,Stock 2 Top100 Uses,Stock 3,Sector 3,Name 3,Role 3,Stock 3 Top100 Uses,Stock 4,Sector 4,Name 4,Role 4,Stock 4 Top100 Uses,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Worst Year,Worst Year %,Best Year,Best Year %,Defense Recession Worst %,Defense Recession Avg %,Defense Recession Positive Years,Defense Recession Observations,Recession Stress Years,Starting Value ($),Annual Withdrawal ($),Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 100,Candidate Partners per Profit Pair,NBER Recession Periods,NBER Source,2025 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2016 Balance After Withdrawal ($)
78,BLK + PLD + NEE + MSFT,Not rebalanced,BLK,Finance,BlackRock Inc. Common Stock,Profit Engine,5,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,17.64938662208735,36.42419417348513,3.8454581127446374,47.58250838960103,35.27213252432673,43.606261140554366,-23.22866155158564,17.063326906430063,10.43269869099619,15.672553822233137,2022,-23.22866155158564,2019,47.58250838960103,-33.92481158765155,13.546739135696356,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1645714.1729400412,1645714.1729400412,1345714.1729400412,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,347017.66146669944,383220.96849206137,448611.2151198492,344404.83427720366,494586.9056928146,669038.254516751,987383.4381018244,1025352.8546262078,1398829.3693586304,1645714.1729400412
79,PLD + CSCO + BLK + MSFT,Not rebalanced,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,BLK,Finance,BlackRock Inc. Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,17.055459154500085,35.83496299536506,4.220462848473194,41.40623519565163,25.664681116613906,48.06829135315907,-25.32389793082821,25.86937059591472,10.715562420961122,20.17217211956568,2022,-25.32389793082821,2021,48.06829135315907,-40.708754905244156,24.67882664828615,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1635820.45642662,1635820.45642662,1335820.45642662,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,360516.51635869703,399147.8887069877,502404.9352623676,375176.4222570821,555517.3179959746,698089.0662072075,987141.4668360921,1028803.4057057826,1397474.7254355052,1635820.45642662
80,PLD + CSCO + COF + MSFT,Not rebalanced,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,18.705338702300466,31.495235432209554,3.197957814555652,43.119891897495364,12.35918032404182,52.860961348122345,-29.601236186254674,33.759908461763935,14.251156669787957,27.94562378223622,2022,-29.601236186254674,2021,52.860961348122345,-37.33026813110855,10.583145976107765,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1635139.5087722817,1635139.5087722817,1335139.5087722817,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,383836.8713467087,438538.0652387405,586588.1146333299,412950.7813802196,631240.5343123868,709256.6902264997,1015087.4083279199,1047549.475427113,1377477.6489817584,1635139.5087722817
81,NOW + BLK + LOW + RTX,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,BLK,Finance,BlackRock Inc. Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,-2.7126235126931353,48.860803614769836,3.1574639180448782,42.22038064535227,27.401045223931586,30.495630299238428,-14.80879608130734,16.459120266993544,33.221496193342645,9.97914094161767,2022,-14.80879608130734,2017,48.860803614769836,-15.89466983088193,14.849767735295437,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1540431.7115146325,1540431.7115146325,1240431.7115146325,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,329937.422824853,439547.57118902437,511893.234561675,436088.0093014283,569075.7963973003,725008.5127265734,1031109.8665109399,1063666.7885014236,1583382.9291466333,1540431.7115146325
82,NOW + COF + LOW + RTX,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,-1.5117885832139022,44.43526246166887,2.2054598108511847,43.85902437480978,14.171411902071895,36.07305742750875,-20.503083606640217,24.458015007026003,35.57741054876094,17.75259260428821,2022,-20.503083606640217,2017,44.43526246166887,-15.89466983088193,14.849767735295437,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1539750.7638602941,1539750.7638602941,1239750.7638602941,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,353257.77781286463,478937.7477207772,596076.4139326372,473862.36842456576,644799.0127137124,736176.1367458656,1059055.8080027676,1082412.858222754,1563385.8526928865,1539750.7638602941
83,NOW + BLK + AZN + RTX,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,BLK,Finance,BlackRock Inc. Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,-4.97693073504486,48.552442628639,5.839392297448498,43.11456545340353,19.294296613312124,22.580842605247263,-6.556779730313,13.429235848768805,27.36046636380054,20.88668045345652,2022,-6.556779730313,2017,48.552442628639,-14.156140445634952,-2.2822387937236774,1,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1530697.8030570948,1530697.8030570948,1230697.8030570948,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,362660.04136036953,461885.5199917186,523913.2158227187,489561.38028322364,600108.4650210544,715895.172263811,1024550.2648872478,1084377.774138562,1610869.6708049,1530697.8030570948
84,NOW + COF + AZN + RTX,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,-3.825305631920639,44.215230520682084,4.810244177030554,44.76001409502122,7.580454773036194,28.159658228033635,-13.280896980419888,21.30977013468831,29.870765786515776,28.66013211612706,2022,-13.280896980419888,2019,44.76001409502122,-14.156140445634952,-2.2822387937236774,1,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1530016.8554027565,1530016.8554027565,1230016.8554027565,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,385980.3963483812,501275.6965234714,608096.3951936809,527335.7394063611,675831.6813374665,727062.7962831032,1052496.2063790755,1103123.8438598926,1590872.5943511531,1530016.8554027565
85,NOW + COF + LOW + UNP,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,0.4996855367784159,47.694686360285445,6.908672372510227,42.22444325949499,29.712063194482585,39.48390013081362,-30.68141254651392,41.242300832057936,23.333563280910408,3.357108915957552,2022,-30.68141254651392,2017,47.694686360285445,-13.017141122858378,24.771592590389854,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1528898.225010497,1528898.225010497,1228898.225010497,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,310071.32674787263,382422.015990546,540141.6542733876,374418.56499020464,522253.61726216256,677425.9420585675,963465.2745881869,1030027.9338323907,1521296.526297078,1528898.225010497
86,GOOG + COF + LOW + RTX,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,6.827712168768629,28.311672953957647,-8.313912763998632,34.59019017991778,9.40145026309047,47.679095546412256,-23.219540321496268,26.415395868235425,33.73486556174339,41.04422147224114,2022,-23.219540321496268,2021,47.679095546412256,-15.89466983088193,14.849767735295437,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1501000.7845729373,1501000.7845729373,1201000.7845729373,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,423132.6644167234,565875.8999055278,715354.2589885127,549252.2883811342,811130.8117492308,887388.8715844367,1194338.3699009197,1095042.119720394,1405066.8633637172,1501000.7845729373
87,GOOG + LOW + AZN + UNP,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,1.1985334584158736,34.09736492308346,3.419292813909669,31.729084641883375,23.399076877500626,44.530394842533205,-20.933603635035514,29.610094098518623,12.82567438888995,28.062682131844575,2022,-20.933603635035514,2021,44.530394842533205,-11.2786117376114,7.639586061370739,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1464641.5751961116,1464641.5751961116,1164641.5751961116,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,384188.0463955337,433462.7542672623,561811.4836878292,444204.0945165069,642009.9317114068,792234.3291937481,1043603.0300656894,1079286.873478469,1447295.2572953606,1464641.5751961116
88,GOOG + BNY + AZN + UNP,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,5.201912234851291,30.750711464479473,0.8066955370809037,26.11348771806652,9.883276743565549,40.63266509629191,-20.299966326782425,28.397888556187567,23.43696017414656,41.756222898537644,2022,-20.299966326782425,2025,41.756222898537644,-11.2786117376114,7.639586061370739,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1451648.3043177105,1451648.3043177105,1151648.3043177105,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,425268.6686956129,524938.717210927,674010.2291127667,537186.379563806,755459.5221148628,830123.6773710925,1046897.921906155,1055343.2007199647,1379868.7433333634,1451648.3043177105
89,GOOG + TD + AZN + UNP,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,TD,Finance,Toronto Dominion Bank (The) Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,7.101939633468213,32.4336600389119,0.966866704290581,28.659832106252956,16.91892051473407,40.80278088196911,-18.997656771282443,26.041155122761594,4.718455911358599,49.04048734932813,2022,-18.997656771282443,2025,49.04048734932813,-11.2786117376114,7.639586061370739,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1450014.3824047348,1450014.3824047348,1150014.3824047348,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,447121.4620479844,468218.6911049405,590148.246769342,478033.9084063615,673085.0365949221,786963.7589329857,1012506.2509802367,1022295.8367998254,1353863.7930994304,1450014.3824047348
90,GOOG + VRTX + UNP + BNY,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Recession Defense,5,-4.470392791104938,46.074244038252665,0.015954703438780804,25.3983170494932,10.911782252446066,32.30273257735086,-17.630536344192393,36.21997433490587,24.72777440776477,34.07570993129807,2022,-17.630536344192393,2017,46.074244038252665,-31.569093745174634,-3.9698796637536224,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1445641.7954334086,1445641.7954334086,1145641.7954334086,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,402227.1297938942,501688.94705615554,683400.5549209545,562913.3717092031,744749.772814576,826015.2463496894,1035809.2174947358,1035974.4777835787,1513291.8868515983,1445641.7954334086
91,PLD + CSCO + BNY + ETN,Not rebalanced,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Recession Defense,5,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,25.01412008336814,23.14412580720193,-5.672879068049874,30.4085702182455,6.3255178911360455,47.75809543052076,-18.596989860987524,24.72711848240905,24.28872049810431,27.552114988936417,2022,-18.596989860987524,2021,47.75809543052076,-43.78369820483584,-2.7238662098024746,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1436634.40224031,1436634.40224031,1136634.40224031,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,382656.34496680927,475598.67506405944,593200.522947917,482883.0818399679,713498.8448829395,758631.3419690588,989320.2862893383,933197.3428524593,1149177.709911698,1436634.40224031
92,CSCO + VRTX + BNY + ETN,Not rebalanced,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Recession Defense,5,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,2.3443328701908017,41.297722158603165,-2.2140587559270286,26.64671890375776,5.391808273609655,30.206876669609308,-7.120209646240683,28.029887302990318,29.22016772521252,24.427592902597418,2022,-7.120209646240683,2017,41.297722158603165,-43.78369820483584,-2.7238662098024746,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1409648.8624305436,1409648.8624305436,1109648.8624305436,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,373282.7787077923,482356.63273554307,617560.6532898147,573589.0400828863,746852.3740111197,787121.2221047014,996863.2015907641,974792.0645913293,1377358.983050368,1409648.8624305436
93,CSCO + VRTX + TD + ETN,Not rebalanced,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,TD,Finance,Toronto Dominion Bank (The) Common Stock,Recession Defense,5,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,4.192898849981064,43.49473183690995,-2.1535005798392737,29.371181796866153,11.961784816632148,29.166145765870468,-3.609171817271195,25.38833893365826,7.719131540186552,31.711857353387927,2022,-3.609171817271195,2017,43.49473183690995,-46.96627470989665,11.511782434326058,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1408014.940517568,1408014.940517568,1108014.940517568,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,395135.5720601638,425636.6066295564,533698.6709463899,514436.5689254419,664477.888491179,743961.3036665948,962471.5306648458,941744.7006711904,1351354.032816435,1408014.940517568
94,GOOGL + BNY + ABT + HD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,5,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Profit Engine,5,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,3,1.7543484240784224,34.99093815171206,0.149749876147931,22.97020846494682,14.90556732909707,50.33261011054775,-27.89351735179989,27.982643867874767,30.336177847419997,30.99303434058227,2022,-27.89351735179989,2021,50.33261011054775,-6.936343351104696,12.884791456959835,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1381215.5769336266,1381215.5769336266,1081215.5769336266,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,392979.1030217468,512193.94261761976,655519.3494931351,472671.9459978617,710580.0736789042,816496.0649882609,1004046.9132241519,1005550.4722331723,1357402.0160565302,1381215.5769336266
95,GOOGL + TD + ABT + HD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,5,TD,Finance,Toronto Dominion Bank (The) Common Stock,Profit Engine,5,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,3,3.6190998489457504,36.90414502963642,0.2936988210417768,25.38599761874021,23.1023985024575,51.91680836831121,-27.66305507401582,25.508255561130433,9.79722641695362,38.27729879137276,2022,-27.66305507401582,2021,51.91680836831121,-6.936343351104696,12.884791456959835,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1379581.655020651,1379581.655020651,1079581.655020651,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,414831.8963741183,455473.9165116331,571657.3671497103,413519.47484041716,628205.5881589634,773336.1465501541,969655.2422982336,972503.1083130332,1331397.0658225971,1379581.655020651
96,GOOGL + ING + ABT + HD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,5,ING,Finance,ING Group N.V. Common Stock,Profit Engine,2,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,3,0.8482813044027537,39.23892436488241,-8.353883505096016,25.547643895255167,8.80643995445678,55.620461941996545,-23.13060171648207,32.5963666325428,18.260550250201458,39.44905809497639,2022,-23.13060171648207,2021,55.620461941996545,-6.936343351104696,12.884791456959835,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1379542.027670969,1379542.027670969,1079542.027670969,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,418347.1742849292,494739.6702655265,656006.8270619109,504268.50066128897,784744.9701570778,853853.0647495806,1071992.405120526,982439.4084132803,1367938.0648113654,1379542.027670969
97,GOOGL + MCD + ABT + TD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,5,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,Profit Engine,2,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,TD,Finance,Toronto Dominion Bank (The) Common Stock,Recession Defense,5,4.088032279889542,36.93929999343186,2.612511921235461,22.49220484252108,20.646745440063576,45.56873121533158,-23.97840450257326,25.834891051471388,7.143340788977248,42.583168554097604,2022,-23.97840450257326,2021,45.56873121533158,-24.628264298832203,10.494621028787634,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1379475.9659606598,1379475.9659606598,1079475.9659606598,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,427749.5056622928,458305.1105749159,576707.7365752709,438422.4227016178,638205.958090263,769974.7176404784,943159.0083677981,967799.1498976129,1325297.3812121754,1379475.9659606598
98,GOOGL + ING + ABT + MCD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,5,ING,Finance,ING Group N.V. Common Stock,Profit Engine,2,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,Recession Defense,2,1.2922207705321043,39.284954862168966,-6.481202232916683,22.928448338896178,7.014359561432393,50.18673859056493,-19.95073174692855,32.85689413892723,15.37479601426024,43.75492785770123,2022,-19.95073174692855,2021,50.18673859056493,-2.2043713989866376,6.196254077980016,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1379436.338610978,1379436.338610978,1079436.338610978,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,431264.7835731037,497570.8643288093,661057.1964874715,529171.4485224896,794745.3400883774,850491.6358399049,1045496.1711900905,977735.4499978599,1361838.3802009437,1379436.338610978
99,VRTX + VLO + TD + ETN,Not rebalanced,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,VLO,Energy,Valero Energy Corporation Common Stock,Profit Engine,2,TD,Finance,Toronto Dominion Bank (The) Common Stock,Recession Defense,5,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,1.4965574159209405,45.31802893312593,-8.08701576126798,32.49873729769786,-0.9985400026563784,29.742554939713916,17.673498520175034,25.39468755615022,1.6203149159153885,32.58705746528283,2018,-8.08701576126798,2017,45.31802893312593,-46.96627470989665,11.511782434326058,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1376081.6038128233,1376081.6038128233,1076081.6038128233,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,397761.1723958485,404206.15600189834,506853.0464013056,596431.7120565025,773825.741692784,766098.7821111291,1015071.2127502877,932982.243787078,1355791.4069674334,1376081.6038128233
100,VRTX + VLO + HSBC + ETN,Not rebalanced,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,VLO,Energy,Valero Energy Corporation Common Stock,Profit Engine,2,HSBC,Finance,HSBC Holdings plc. Common Stock,Recession Defense,1,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,-1.4509140123345254,47.56057422318622,-8.983157958820321,27.49735785696046,-12.284070495939204,24.9610832203744,19.92145061092474,36.101611829646195,17.70085235906349,28.668365966458342,2020,-12.284070495939204,2017,47.56057422318622,-42.58273714895135,-0.9432076403450345,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1371614.0535809381,1371614.0535809381,1071614.0535809381,5,83,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,386005.097899375,454331.2903770019,618352.2092495299,741536.9392167369,926632.5917244438,812804.3909186646,1036304.1229666576,943211.2866667951,1391807.9907434261,1371614.0535809381
