Rank,Combo,Strategy,Stock 1,Sector 1,Name 1,Role 1,Stock 1 Top100 Uses,Stock 2,Sector 2,Name 2,Role 2,Stock 2 Top100 Uses,Stock 3,Sector 3,Name 3,Role 3,Stock 3 Top100 Uses,Stock 4,Sector 4,Name 4,Role 4,Stock 4 Top100 Uses,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Worst Year,Worst Year %,Best Year,Best Year %,Defense Recession Worst %,Defense Recession Avg %,Defense Recession Positive Years,Defense Recession Observations,Recession Stress Years,Starting Value ($),Annual Withdrawal ($),Total Withdrawn ($),Remaining Balance ($),Net Value incl. Withdrawals ($),Net Profit incl. Withdrawals ($),Max Ticker Repeats,Distinct Tickers in Top 100,Candidate Partners per Profit Pair,NBER Recession Periods,NBER Source,2025 Balance After Withdrawal ($),2024 Balance After Withdrawal ($),2023 Balance After Withdrawal ($),2022 Balance After Withdrawal ($),2021 Balance After Withdrawal ($),2020 Balance After Withdrawal ($),2019 Balance After Withdrawal ($),2018 Balance After Withdrawal ($),2017 Balance After Withdrawal ($),2016 Balance After Withdrawal ($)
78,COF + PLD + NEE + MSFT,Not rebalanced,COF,Finance,Capital One Financial Corporation Common Stock,Profit Engine,5,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,NEE,Utilities,NextEra Energy Inc. Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,19.306249524740736,32.0595418761122,2.83351051456584,49.2679637980159,19.269485561041975,49.22583757047456,-28.268929468666805,26.072032063738448,14.114981663084446,23.445996644159848,2022,-28.268929468666805,2019,49.2679637980159,-33.924817486867866,13.546750619184238,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1645033.008752713,1645033.008752713,1345033.008752713,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,370337.98993247957,422611.1293028846,532794.4384396599,382179.15442417306,570310.0442092296,680205.8558312993,1015329.4306342482,1044098.8968087512,1378832.2198591782,1645033.008752713
79,BAC + PLD + RTX + MSFT,Not rebalanced,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,20.64699807117769,32.84599583566796,0.17416279719895122,51.51144182205791,3.594030287460659,43.357395179104174,-14.289828119979441,11.640259824644051,19.1318616049331,32.535946953812456,2022,-14.289828119979441,2019,51.51144182205791,-36.436520471989965,9.670066876245416,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1637408.5179132014,1637408.5179132014,1337408.5179132014,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,397607.8408614374,473677.6227054102,528814.9287195171,453248.18433270627,649764.7907559522,673117.5341329766,1019850.0811219556,1021626.2805504734,1357189.6061161715,1637408.5179132014
80,PLD + CSCO + BLK + MSFT,Not rebalanced,PLD,Real Estate,Prologis Inc. Common Stock,Profit Engine,5,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,BLK,Finance,BlackRock Inc. Common Stock,Recession Defense,5,MSFT,Technology,Microsoft Corporation Common Stock,Recession Defense,5,17.055461392419026,35.83494254197343,4.220467875787848,41.40622069038977,25.664677782357103,48.06830818508254,-25.323899049477994,25.869359303706595,10.71557539603889,20.172159325921623,2022,-25.323899049477994,2021,48.06830818508254,-40.70875586071524,24.678828722172135,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1635820.141341056,1635820.141341056,1335820.141341056,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,360516.47797776485,399147.8929906162,502404.895581533,375176.3870048303,555517.3289479701,698089.0614476234,987141.358846097,1028803.3427848122,1397474.4295416516,1635820.141341056
81,NOW + BAC + LOW + RTX,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,-0.33695216781264303,48.68158470384563,5.618526425680059,45.84524539182839,13.204604110139083,35.17855454879515,-15.826369328792422,12.929851420625216,34.304376538563595,15.351156823884637,2022,-15.826369328792422,2017,48.68158470384563,-15.8947059780238,14.849781044973863,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1543170.1167510143,1543170.1167510143,1243170.1167510143,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,346053.4704716539,464764.95600701706,524858.3742738585,441792.34950818203,597208.5121723216,676067.5319167284,986012.3509384302,1041411.7154363751,1548387.4418023059,1543170.1167510143
82,NOW + BLK + LOW + RTX,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,BLK,Finance,BlackRock Inc. Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,RTX,Industrials,RTX Corporation Common Stock,Recession Defense,5,-2.712617574151821,48.8607956969126,3.15745683780968,42.220380567244796,27.401063704320006,30.495620030507318,-14.808796894643539,16.459110236793293,33.2215073607188,9.979140440551127,2022,-14.808796894643539,2017,48.8607956969126,-15.8947059780238,14.849781044973863,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1540431.693999554,1540431.693999554,1240431.693999554,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,329937.42132165335,439547.60603179224,511893.23105175083,436088.0021478687,569075.7422815133,725008.5489499026,1031109.9174616107,1063666.7680558362,1583382.8144915516,1540431.693999554
83,NOW + BAC + LOW + UNP,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,1.727374464466802,52.30104475039978,11.073972909401952,44.24053676045203,30.053765488976246,38.649092868175686,-26.99268858223416,27.338661792107068,21.58775559715731,0.9556740071125391,2022,-26.99268858223416,2017,52.30104475039978,-13.017194952775924,24.77161357049286,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1532317.5779012176,1532317.5779012176,1232317.5779012176,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,302867.0220213376,368249.2145196925,468923.62182932213,342348.5289003998,474663.1297679486,617317.2736510428,890421.7490292527,989026.8122961752,1506298.1679886503,1532317.5779012176
84,NOW + BAC + LOW + AZN,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,BAC,Finance,Bank of America Corporation Common Stock,Profit Engine,5,LOW,Consumer Discretionary,Lowe's Companies Inc. Common Stock,Recession Defense,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,-6.091431026267413,50.81349593995377,12.589305541955497,43.926912369667725,24.44638933750751,35.405577385146024,-18.77287561969345,21.498297753279516,20.663423380687295,10.816488311335348,2022,-18.77287561969345,2017,50.81349593995377,-1.5634330731988444,21.0657596670368,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1531002.802618085,1531002.802618085,1231002.802618085,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,332449.46493400604,401144.9054001493,487384.23158518487,395888.1959996994,536054.6975930316,667100.7160286226,960137.4629759416,1081012.1018127627,1630312.1422777998,1531002.802618085
85,NOW + BLK + AZN + UNP,Not rebalanced,NOW,Technology,ServiceNow Inc. Common Stock,Profit Engine,5,BLK,Finance,BlackRock Inc. Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,-3.119302631434173,52.014662484581486,11.091224659667187,41.36298925809625,37.603801268368066,22.415170873884826,-16.637708269271823,28.08350835664495,14.3661946892929,6.491198731505787,2022,-16.637708269271823,2017,52.014662484581486,-11.278632072469247,7.639600563634512,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1519845.3068634754,1519845.3068634754,1219845.3068634754,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,319473.59619451733,365369.7950047071,467978.4519175106,390117.56232442067,477563.08052847366,657144.9522614974,928959.7482755423,1031992.7609546614,1568780.3124305424,1519845.3068634754
86,GOOG + BLK + AZN + UNP,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,BLK,Finance,BlackRock Inc. Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,5.007865392539301,35.02121272441163,-1.8435890122627585,31.654851770280445,25.541900565525168,38.321054033757385,-20.731802175952474,29.835508126461164,16.170453662578833,29.782830932345284,2022,-20.731802175952474,2021,38.321054033757385,-11.278632072469247,7.639600563634512,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1481095.3275761185,1481095.3275761185,1181095.3275761185,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,389348.49279703584,452307.9104107296,587256.2737779495,465507.46483243513,643894.8319620468,808357.8096883482,1064242.2761186806,1044622.0224523015,1410461.323101373,1481095.3275761185
87,GOOG + COF + AZN + UNP,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,6.469069340747202,30.760385867251514,-2.6387518766706863,33.270827044587904,13.883398886511,42.985095430194264,-25.0443532994578,36.555250250381754,19.150750986378085,37.5562864320109,2022,-25.0443532994578,2021,42.985095430194264,-11.278632072469247,7.639600563634512,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1480414.4184712495,1480414.4184712495,1180414.4184712495,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,412668.8592960327,491698.0449381429,671439.4957415155,503281.8162359125,719617.9852277344,819525.4205759746,1092188.3058422387,1063368.1664250488,1390464.317606911,1480414.4184712495
88,GOOG + VRTX + UNP + COF,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,UNP,Industrials,Union Pacific Corporation Common Stock,Recession Defense,5,COF,Finance,Capital One Financial Corporation Common Stock,Recession Defense,5,-3.24693038950572,45.966297354075095,-3.43169838016808,32.58242359898074,15.024331593152995,34.00688949863107,-22.299407041662644,45.33724600961453,20.229832525421543,29.875773464771328,2022,-22.299407041662644,2017,45.966297354075095,-26.503653257350948,2.3366912758544007,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1474407.8669307702,1474407.8669307702,1174407.8669307702,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,389627.32039431395,468448.27478337125,680829.8215497034,529008.8083813096,708908.2492855665,815416.9753494456,1081099.5883557983,1043999.5112941886,1523887.431030766,1474407.8669307702
89,GOOG + COF + AZN + HD,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Profit Engine,5,AZN,Health Care,AstraZeneca PLC Ordinary Shares,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,5,1.75264819451586,32.67122829719329,-4.408025566292184,32.777709612460136,14.991402968308897,48.268442374022705,-25.863227298725434,35.032775131902596,23.13970516375614,34.25788845113564,2022,-25.863227298725434,2021,48.268442374022705,-5.606034066164025,8.950105395255058,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1450491.6059238291,1450491.6059238291,1150491.6059238291,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,402773.6653534069,495974.3039934391,669727.8666234796,496514.6261957444,736174.5024196315,846537.3886273013,1124012.9556324612,1074466.1771797459,1425507.474902266,1450491.6059238291
90,CSCO + VRTX + COF + ETN,Not rebalanced,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,COF,Finance,Capital One Financial Corporation Common Stock,Recession Defense,5,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,3.6356009166718994,41.222038230677825,-5.693628071765855,34.207726132149354,9.21391072785742,31.745664741753533,-12.244989179060173,36.93342730998563,24.518222839062886,20.227646138528566,2022,-12.244989179060173,2017,41.222038230677825,-38.71824443372313,3.5826946665101116,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1438415.0145897535,1438415.0145897535,1138415.0145897535,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,360682.9384155857,449115.984998799,614989.9108558564,539684.462819245,711010.883049176,776522.7910786778,1042153.5808045941,982817.2319769907,1387954.5270802353,1438415.0145897535
91,CSCO + VRTX + BNY + ETN,Not rebalanced,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Recession Defense,5,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,2.3443349539797653,41.29771202773453,-2.2140438056008183,26.646716341320676,5.391805382547132,30.20687830742892,-7.1202118213290255,28.029899249058165,29.220145577308386,24.427601463033444,2022,-7.1202118213290255,2017,41.29771202773453,-43.783696499164904,-2.7238446958240403,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1409648.910012679,1409648.910012679,1109648.910012679,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,373282.80438910035,482356.5832466548,617560.6475518915,573589.0213210257,746852.3589762404,787121.1846672015,996863.1340079135,974792.1475390932,1377359.001498757,1409648.910012679
92,CSCO + VRTX + TD + ETN,Not rebalanced,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,TD,Finance,Toronto Dominion Bank (The) Common Stock,Recession Defense,3,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,4.192906718329215,43.4947146000902,-2.15348329687155,29.371184598295375,11.961779396612403,29.16615093465129,-3.609173339557281,25.38834134572443,7.719128970286371,31.71185430982404,2022,-3.609173339557281,2017,43.4947146000902,-46.96630036109045,11.511787034268249,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1408015.083809687,1408015.083809687,1108015.083809687,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,395135.56292947213,425636.5866394652,533698.6561477827,514436.5465365214,664477.8861623709,743961.2650443871,962471.5015403875,941744.8385175664,1351354.0682918623,1408015.083809687
93,CSCO + VRTX + HSBC + ETN,Not rebalanced,CSCO,Telecommunications,Cisco Systems Inc. Common Stock (DE),Profit Engine,5,VRTX,Health Care,Vertex Pharmaceuticals Incorporated Common Stock,Profit Engine,5,HSBC,Finance,HSBC Holdings plc. Common Stock,Recession Defense,1,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,1.1660138891075755,45.73619830076836,-3.225614947974653,24.414508794023227,-3.256849682053886,23.917053212869988,2.223177818131661,35.61364726503202,24.09681248998039,27.793161822831113,2020,-3.256849682053886,2017,45.73619830076836,-42.58276480654203,-0.943192988548907,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1403547.4440614232,1403547.4440614232,1103547.4440614232,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,383379.48546849337,475761.72120688786,645197.822419554,659541.7172906541,817284.6607761363,790666.9279001736,983704.3745437947,951973.8591946295,1387370.5112073626,1403547.4440614232
94,GOOG + BNY + ABT + HD,Not rebalanced,GOOG,Technology,Alphabet Inc. Class C Capital Stock,Profit Engine,5,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Profit Engine,5,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,5,1.6882224471819418,36.170221680600115,0.04050082731639204,23.382379183882684,14.989961808266571,50.30831547450052,-27.708372167272298,28.085464695644234,30.206934486585823,30.84910243477239,2022,-27.708372167272298,2021,50.30831547450052,-6.936333748091712,12.88478821532984,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1398101.5094517267,1398101.5094517267,1098101.5094517267,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,392547.3073043172,511123.815250589,654675.313933823,473275.44146178104,711372.3436157089,818006.7862382745,1009276.2347464006,1009684.9999713807,1374890.3027367962,1398101.5094517267
95,GOOGL + BNY + ABT + HD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,4,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Profit Engine,5,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,5,1.754352842390916,34.99094229058623,0.1497493913630299,22.970221195124708,14.905551410997298,50.332598352832925,-27.89351928151135,27.982658052862842,30.336150364548175,30.99305682101212,2022,-27.89351928151135,2021,50.332598352832925,-6.936333748091712,12.88478821532984,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1381215.5781042103,1381215.5781042103,1081215.5781042103,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,392979.17046303634,512193.92251605715,655519.3964212707,472671.9671864567,710580.0499568502,816495.9246194588,1004046.8445537273,1005550.3985924461,1357401.9582666887,1381215.5781042103
96,GOOGL + BNY + ABT + MCD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,4,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Profit Engine,5,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,Recession Defense,3,2.205841553157506,35.0159425363418,2.38307643922413,20.220045774051563,12.844379844395725,44.81848004198174,-24.674890030535636,28.25972252081046,26.885731542349856,35.29892493820983,2022,-24.674890030535636,2021,44.81848004198174,-2.204364389416879,6.196248760665025,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1381109.8199937155,1381109.8199937155,1081109.8199937155,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,405896.7748146295,515025.09203034715,660569.753950672,497574.89358836383,720580.3979651766,813134.4813640823,977550.6457004965,1000846.4248196684,1351302.2338115547,1381109.8199937155
97,GOOGL + TD + ABT + HD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,4,TD,Finance,Toronto Dominion Bank (The) Common Stock,Profit Engine,3,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,5,3.6191102980164924,36.90414347652335,0.2937000130789791,25.386016663016832,23.102378128144487,51.916799252681265,-27.663056793686046,25.508261285529787,9.79722004598289,38.2773096678027,2022,-27.663056793686046,2021,51.916799252681265,-6.936333748091712,12.88478821532984,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1379581.7519012184,1379581.7519012184,1079581.7519012184,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,414831.92900340806,455473.9259088675,571657.4050171617,413519.49240195245,628205.5771429806,773336.0049966444,969655.2120862013,972503.0895709195,1331397.025059794,1379581.7519012184
98,GOOGL + ING + ABT + HD,Not rebalanced,GOOGL,Technology,Alphabet Inc. Class A Common Stock,Profit Engine,4,ING,Finance,ING Group N.V. Common Stock,Profit Engine,1,ABT,Health Care,Abbott Laboratories Common Stock,Recession Defense,5,HD,Consumer Discretionary,Home Depot Inc. (The) Common Stock,Recession Defense,5,0.8482770591566879,39.2389258417968,-8.353887791265125,25.547662212941646,8.806444866194774,55.62042595938787,-23.130603177305463,32.596374424366495,18.260543054815102,39.449068661825606,2022,-23.130603177305463,2021,55.62042595938787,-6.936333748091712,12.88478821532984,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1379541.9397370291,1379541.9397370291,1079541.9397370291,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,418347.2059854768,494739.6776530708,656006.8754067696,504268.528240589,784744.8316271408,853852.952564698,1071992.4206811558,982439.3767265852,1367938.0352009407,1379541.9397370291
99,VLO + MCD + BNY + ETN,Not rebalanced,VLO,Energy,Valero Energy Corporation Common Stock,Profit Engine,2,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,Profit Engine,3,BNY,Finance,The Bank of New York Mellon Corporation Common Stock,Recession Defense,5,ETN,Technology,Eaton Corporation PLC Ordinary Shares,Recession Defense,5,17.4893683480555,28.172235190417428,-9.672828480003437,26.539779668945872,-5.389070320151957,39.973195327777475,4.989460782942068,23.520523780548697,23.09346911992547,24.12996926578128,2018,-9.672828480003437,2021,39.973195327777475,-43.783696499164904,-2.7238446958240403,3,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1355008.260321611,1355008.260321611,1055008.260321611,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,372389.90779734385,458387.6561602424,566202.833834512,594453.3021805916,832075.2817936628,787234.1597411998,996164.3712151917,899807.1002086415,1153302.872739495,1355008.260321611
100,TD + VLO + MCD + ADI,Not rebalanced,TD,Finance,Toronto Dominion Bank (The) Common Stock,Profit Engine,3,VLO,Energy,Valero Energy Corporation Common Stock,Profit Engine,2,MCD,Consumer Discretionary,McDonald's Corporation Common Stock,Recession Defense,3,ADI,Technology,Analog Devices Inc. Common Stock,Recession Defense,1,19.096370581110065,32.325277625092454,-6.379603417780189,26.965484001249006,-4.373631840451253,33.50617954372097,12.763937701319318,11.880879197411364,-3.0581787321383724,39.54977530654893,2018,-6.379603417780189,2025,39.54977530654893,-17.383259801126112,6.192315258005481,2,4,"2001,2008,2009,2020",300000.0,0.0,0.0,1224515.2383695426,1224515.2383695426,924515.2383695426,5,84,1000,Mar-Nov 2001; Dec 2007-Jun 2009; Feb-Apr 2020,https://www.nber.org/research/data/us-business-cycle-expansions-and-contractions,418649.32591964677,405846.2812721315,454064.3876772598,512020.8832442623,683579.5196854308,653682.268157665,829950.8555967219,777003.2824471775,1028171.7506543088,1224515.2383695426
